"Site" "ss_data" "size"
"457" "Tres_Marias" "0.0289399187881321" 2.4
"458" "Tres_Marias" "0.0235561512824499" 2.5
"459" "Tres_Marias" "0.0198022156826452" 2.6
"460" "Tres_Marias" "0.0170000469886764" 2.7
"461" "Tres_Marias" "0.0147707342661714" 2.8
"462" "Tres_Marias" "0.0106490527352434" 2.9
"463" "Tres_Marias" "0.00781628841369641" 3
"464" "Tres_Marias" "0.00583256148396223" 3.1
"465" "Tres_Marias" "0.00441771120952996" 3.2
"466" "Tres_Marias" "0.00339085444915036" 3.3
"467" "Tres_Marias" "0.00263364921770891" 3.4
"468" "Tres_Marias" "0.00206769382154238" 3.5
"469" "Pasi_Gusung_North_nonreserve2" "0" -12
"470" "Pasi_Gusung_North_nonreserve2" "0" -11.9
"471" "Pasi_Gusung_North_nonreserve2" "0" -11.8
"472" "Pasi_Gusung_North_nonreserve2" "0" -11.7
"473" "Pasi_Gusung_North_nonreserve2" "0" -11.6
"474" "Pasi_Gusung_North_nonreserve2" "0" -11.5
"475" "Pasi_Gusung_North_nonreserve2" "0" -11.4
"476" "Pasi_Gusung_North_nonreserve2" "0" -11.3
"477" "Pasi_Gusung_North_nonreserve2" "0" -11.2
"478" "Pasi_Gusung_North_nonreserve2" "0" -11.1
"479" "Pasi_Gusung_North_nonreserve2" "0" -11
"480" "Pasi_Gusung_North_nonreserve2" "0" -10.9
"481" "Pasi_Gusung_North_nonreserve2" "0" -10.8
"482" "Pasi_Gusung_North_nonreserve2" "0" -10.7
"483" "Pasi_Gusung_North_nonreserve2" "0" -10.6
"484" "Pasi_Gusung_North_nonreserve2" "0" -10.5
"485" "Pasi_Gusung_North_nonreserve2" "0" -10.4
"486" "Pasi_Gusung_North_nonreserve2" "0" -10.3
"487" "Pasi_Gusung_North_nonreserve2" "0" -10.2
"488" "Pasi_Gusung_North_nonreserve2" "0" -10.1
"489" "Pasi_Gusung_North_nonreserve2" "0" -10
"490" "Pasi_Gusung_North_nonreserve2" "0" -9.9
"491" "Pasi_Gusung_North_nonreserve2" "0" -9.8
"492" "Pasi_Gusung_North_nonreserve2" "0" -9.7
"493" "Pasi_Gusung_North_nonreserve2" "0" -9.6
"494" "Pasi_Gusung_North_nonreserve2" "0" -9.5
"495" "Pasi_Gusung_North_nonreserve2" "0" -9.4
"496" "Pasi_Gusung_North_nonreserve2" "0" -9.3
"497" "Pasi_Gusung_North_nonreserve2" "0" -9.2
"498" "Pasi_Gusung_North_nonreserve2" "0" -9.1
"499" "Pasi_Gusung_North_nonreserve2" "0" -9
"500" "Pasi_Gusung_North_nonreserve2" "0" -8.9
"501" "Pasi_Gusung_North_nonreserve2" "0" -8.8
"502" "Pasi_Gusung_North_nonreserve2" "0" -8.7
"503" "Pasi_Gusung_North_nonreserve2" "0" -8.6
"504" "Pasi_Gusung_North_nonreserve2" "0" -8.5
"505" "Pasi_Gusung_North_nonreserve2" "0" -8.4
"506" "Pasi_Gusung_North_nonreserve2" "0" -8.3
"507" "Pasi_Gusung_North_nonreserve2" "0" -8.2
"508" "Pasi_Gusung_North_nonreserve2" "0" -8.1
"509" "Pasi_Gusung_North_nonreserve2" "0" -8
"510" "Pasi_Gusung_North_nonreserve2" "0" -7.9
"511" "Pasi_Gusung_North_nonreserve2" "0" -7.8
"512" "Pasi_Gusung_North_nonreserve2" "0" -7.7
"513" "Pasi_Gusung_North_nonreserve2" "0" -7.6
"514" "Pasi_Gusung_North_nonreserve2" "0" -7.5
"515" "Pasi_Gusung_North_nonreserve2" "0" -7.4
"516" "Pasi_Gusung_North_nonreserve2" "0" -7.3
"517" "Pasi_Gusung_North_nonreserve2" "0" -7.2
"518" "Pasi_Gusung_North_nonreserve2" "0" -7.1
"519" "Pasi_Gusung_North_nonreserve2" "0" -7
"520" "Pasi_Gusung_North_nonreserve2" "0" -6.9
"521" "Pasi_Gusung_North_nonreserve2" "0" -6.8
"522" "Pasi_Gusung_North_nonreserve2" "0" -6.7
"523" "Pasi_Gusung_North_nonreserve2" "0" -6.6
"524" "Pasi_Gusung_North_nonreserve2" "0" -6.5
"525" "Pasi_Gusung_North_nonreserve2" "0" -6.4
"526" "Pasi_Gusung_North_nonreserve2" "0" -6.3
"527" "Pasi_Gusung_North_nonreserve2" "0" -6.2
"528" "Pasi_Gusung_North_nonreserve2" "0" -6.1
"529" "Pasi_Gusung_North_nonreserve2" "0" -6
"530" "Pasi_Gusung_North_nonreserve2" "0" -5.9
"531" "Pasi_Gusung_North_nonreserve2" "0" -5.8
"532" "Pasi_Gusung_North_nonreserve2" "0" -5.7
"533" "Pasi_Gusung_North_nonreserve2" "0" -5.6
"534" "Pasi_Gusung_North_nonreserve2" "0" -5.5
"535" "Pasi_Gusung_North_nonreserve2" "0" -5.4
"536" "Pasi_Gusung_North_nonreserve2" "0" -5.3
"537" "Pasi_Gusung_North_nonreserve2" "0" -5.2
"538" "Pasi_Gusung_North_nonreserve2" "0" -5.1
"539" "Pasi_Gusung_North_nonreserve2" "0" -5
"540" "Pasi_Gusung_North_nonreserve2" "0" -4.9
"541" "Pasi_Gusung_North_nonreserve2" "0" -4.8
"542" "Pasi_Gusung_North_nonreserve2" "0" -4.7
"543" "Pasi_Gusung_North_nonreserve2" "0" -4.6
"544" "Pasi_Gusung_North_nonreserve2" "0" -4.5
"545" "Pasi_Gusung_North_nonreserve2" "0" -4.4
"546" "Pasi_Gusung_North_nonreserve2" "0" -4.3
"547" "Pasi_Gusung_North_nonreserve2" "0" -4.2
"548" "Pasi_Gusung_North_nonreserve2" "0" -4.1
"549" "Pasi_Gusung_North_nonreserve2" "0" -4
"550" "Pasi_Gusung_North_nonreserve2" "0" -3.9
"551" "Pasi_Gusung_North_nonreserve2" "0" -3.8
