"Site" "ss_data" "size"
"177" "Pinasil" "2172.51060165486" -10
"178" "Pinasil" "2050.98226233874" -9.9
"179" "Pinasil" "1936.2521118304" -9.8
"180" "Pinasil" "1827.93986540508" -9.7
"181" "Pinasil" "1725.68651113229" -9.6
"182" "Pinasil" "1629.15311989435" -9.5
"183" "Pinasil" "1538.0197219714" -9.4
"184" "Pinasil" "1451.98424646936" -9.3
"185" "Pinasil" "1370.76152007522" -9.2
"186" "Pinasil" "1294.08232182124" -9.1
"187" "Pinasil" "1221.69249072468" -9
"188" "Pinasil" "1153.35208334547" -8.9
"189" "Pinasil" "1088.83457846932" -8.8
"190" "Pinasil" "1027.92612628016" -8.7
"191" "Pinasil" "970.424839533244" -8.6
"192" "Pinasil" "916.14012437938" -8.5
"193" "Pinasil" "864.892048622292" -8.4
"194" "Pinasil" "816.510745315089" -8.3
"195" "Pinasil" "770.835849719035" -8.2
"196" "Pinasil" "727.715967758357" -8.1
"197" "Pinasil" "687.008174209213" -8
"198" "Pinasil" "648.577538959541" -7.9
"199" "Pinasil" "612.296679769513" -7.8
"200" "Pinasil" "578.045340050168" -7.7
"201" "Pinasil" "545.709990260756" -7.6
"202" "Pinasil" "515.183451603552" -7.5
"203" "Pinasil" "486.364540768855" -7.4
"204" "Pinasil" "459.157734552647" -7.3
"205" "Pinasil" "433.472853235231" -7.2
"206" "Pinasil" "409.224761671412" -7.1
"207" "Pinasil" "386.333087101411" -7
"208" "Pinasil" "364.721952747204" -6.9
"209" "Pinasil" "344.319726311239" -6.8
"210" "Pinasil" "325.058782543917" -6.7
"211" "Pinasil" "306.875279092846" -6.6
"212" "Pinasil" "289.708944890879" -6.5
"213" "Pinasil" "273.502880381554" -6.4
"214" "Pinasil" "258.203368919734" -6.3
"215" "Pinasil" "243.759698722341" -6.2
"216" "Pinasil" "230.123994779007" -6.1
"217" "Pinasil" "217.251060165486" -6
"218" "Pinasil" "205.098226233874" -5.9
"219" "Pinasil" "193.62521118304" -5.8
"220" "Pinasil" "182.793986540508" -5.7
"221" "Pinasil" "172.568651113229" -5.6
"222" "Pinasil" "162.915311989435" -5.5
"223" "Pinasil" "153.80197219714" -5.4
"224" "Pinasil" "145.198424646936" -5.3
"225" "Pinasil" "137.076152007522" -5.2
"226" "Pinasil" "129.408232182123" -5.1
"227" "Pinasil" "122.169249072468" -5
"228" "Pinasil" "115.335208334547" -4.9
"229" "Pinasil" "108.883457846932" -4.8
"230" "Pinasil" "102.792612628016" -4.7
"231" "Pinasil" "97.0424839533243" -4.6
"232" "Pinasil" "91.614012437938" -4.5
"233" "Pinasil" "86.4892048622292" -4.4
"234" "Pinasil" "81.651074531509" -4.3
"235" "Pinasil" "77.0835849719035" -4.2
"236" "Pinasil" "72.7715967758356" -4.1
"237" "Pinasil" "68.7008174209213" -4
"238" "Pinasil" "64.8577538959542" -3.9
"239" "Pinasil" "61.2296679769512" -3.8
"240" "Pinasil" "57.8045340050168" -3.7
"241" "Pinasil" "54.5709990260756" -3.6
"242" "Pinasil" "51.5183451603552" -3.5
"243" "Pinasil" "48.6364540768856" -3.4
"244" "Pinasil" "45.9157734552647" -3.3
"245" "Pinasil" "43.3472853235231" -3.2
"246" "Pinasil" "40.9224761671412" -3.1
"247" "Pinasil" "38.6333087101411" -3
"248" "Pinasil" "36.4721952747204" -2.9
"249" "Pinasil" "34.4319726311238" -2.8
"250" "Pinasil" "32.5058782543917" -2.7
"251" "Pinasil" "30.6875279092846" -2.6
"252" "Pinasil" "28.9708944890879" -2.5
"253" "Pinasil" "27.3502880381554" -2.4
"254" "Pinasil" "25.8203368919734" -2.3
"255" "Pinasil" "24.3759698722341" -2.2
"256" "Pinasil" "23.0123994779006" -2.1
"257" "Pinasil" "21.7251060165486" -2
"258" "Pinasil" "20.5098226233874" -1.9
"259" "Pinasil" "19.362521118304" -1.8
"260" "Pinasil" "18.2793986540508" -1.7
"261" "Pinasil" "17.2568651113229" -1.6
"262" "Pinasil" "16.2915311989435" -1.5
"263" "Pinasil" "15.380197219714" -1.4
"264" "Pinasil" "14.5198424646936" -1.3
"265" "Pinasil" "13.7076152007522" -1.2
"266" "Pinasil" "12.9408232182123" -1.1
"267" "Pinasil" "12.2169249072468" -1
"268" "Pinasil" "11.5335208334547" -0.899999999999999
"269" "Pinasil" "10.8883457846932" -0.799999999999999
"270" "Pinasil" "10.2792612628016" -0.699999999999999
"271" "Pinasil" "9.70424839533243" -0.6
"272" "Pinasil" "9.1614012437938" -0.5
"273" "Pinasil" "8.64892048622292" -0.399999999999999
"274" "Pinasil" "8.16510745315089" -0.299999999999999
"275" "Pinasil" "7.70835849719035" -0.199999999999999
"276" "Pinasil" "7.27715967758357" -0.0999999999999996
"277" "Pinasil" "6.87008174209213" 0
"278" "Pinasil" "6.48577538959541" 0.100000000000001
"279" "Pinasil" "6.12296679769512" 0.200000000000001
"280" "Pinasil" "5.78045340050167" 0.300000000000001
"281" "Pinasil" "5.45709990260756" 0.4
"282" "Pinasil" "5.15183451603552" 0.5
"283" "Pinasil" "4.86364540768855" 0.600000000000001
"284" "Pinasil" "4.59157734552646" 0.700000000000001
"285" "Pinasil" "4.33472853235231" 0.800000000000001
"286" "Pinasil" "4.09224761671412" 0.9
"287" "Pinasil" "3.86333087101411" 1
"288" "Pinasil" "3.64721952747204" 1.1
"289" "Pinasil" "3.44319726311238" 1.2
"290" "Pinasil" "3.25058782543917" 1.3
"291" "Pinasil" "3.06875279092846" 1.4
"292" "Pinasil" "2.89708944890879" 1.5
"293" "Pinasil" "2.73502880381554" 1.6
"294" "Pinasil" "2.58203368919734" 1.7
"295" "Pinasil" "2.43759698722341" 1.8
"296" "Pinasil" "2.30123994779006" 1.9
"297" "Pinasil" "2.17251060165486" 2
"298" "Pinasil" "2.05098226233874" 2.1
"299" "Pinasil" "1.9362521118304" 2.2
"300" "Pinasil" "1.82793986540508" 2.3
"301" "Pinasil" "1.72568651113229" 2.4
"302" "Pinasil" "1.62915311989435" 2.5
"303" "Pinasil" "1.5380197219714" 2.6
"304" "Pinasil" "1.45198424646936" 2.7
"305" "Pinasil" "1.37076152007522" 2.8
"306" "Pinasil" "1.29408232182123" 2.9
"307" "Pinasil" "1.22169249072468" 3
"308" "Pinasil" "1.15335208334547" 3.1
"309" "Pinasil" "1.08883457846932" 3.2
"310" "Pinasil" "1.02792612628016" 3.3
"311" "Pinasil" "0.970424839533243" 3.4
"312" "Pinasil" "0.916140124379381" 3.5
"313" "Tres_Marias" "4443.87466684646" -12
"314" "Tres_Marias" "4195.28821208788" -11.9
"315" "Tres_Marias" "3960.60746577569" -11.8
"316" "Tres_Marias" "3739.05455476478" -11.7
"317" "Tres_Marias" "3529.89511945211" -11.6
"318" "Tres_Marias" "3332.43587966736" -11.5
"319" "Tres_Marias" "3146.02233672542" -11.4
"320" "Tres_Marias" "2970.03660402408" -11.3
"321" "Tres_Marias" "2803.89535899625" -11.2
"322" "Tres_Marias" "2647.04790962803" -11.1
"323" "Tres_Marias" "2498.97436913426" -11
"324" "Tres_Marias" "2359.18393274095" -10.9
"325" "Tres_Marias" "2227.21325086309" -10.8
"326" "Tres_Marias" "2102.62489328544" -10.7
"327" "Tres_Marias" "1985.00589925564" -10.6
"328" "Tres_Marias" "1873.96640868401" -10.5
"329" "Tres_Marias" "1769.13836991261" -10.4
"330" "Tres_Marias" "1670.17431977075" -10.3
"331" "Tres_Marias" "1576.74623187302" -10.2
"332" "Tres_Marias" "1488.54442934257" -10.1
"333" "Tres_Marias" "1405.27655835568" -10
"334" "Tres_Marias" "1326.66661910533" -9.9
"335" "Tres_Marias" "1252.45405097186" -9.8
"336" "Tres_Marias" "1182.39286886835" -9.7
"337" "Tres_Marias" "1116.25084789808" -9.6
"338" "Tres_Marias" "1053.80875362157" -9.5
"339" "Tres_Marias" "994.859615381751" -9.4
"340" "Tres_Marias" "939.208040278774" -9.3
"341" "Tres_Marias" "886.669565520363" -9.2
"342" "Tres_Marias" "837.070047001214" -9.1
"343" "Tres_Marias" "790.245082084664" -9
"344" "Tres_Marias" "746.039464673489" -8.9
"345" "Tres_Marias" "704.306670763536" -8.8
"346" "Tres_Marias" "664.908372775045" -8.7
"347" "Tres_Marias" "627.713981051857" -8.6
"348" "Tres_Marias" "592.600211008741" -8.5
"349" "Tres_Marias" "559.450674492135" -8.4
"350" "Tres_Marias" "528.155493999796" -8.3
"351" "Tres_Marias" "498.610938480672" -8.2
"352" "Tres_Marias" "470.71907950781" -8.1
"353" "Tres_Marias" "444.387466684646" -8
"354" "Tres_Marias" "419.528821208788" -7.9
"355" "Tres_Marias" "396.06074657757" -7.8
"356" "Tres_Marias" "373.905455476477" -7.7
"357" "Tres_Marias" "352.989511945211" -7.6
"358" "Tres_Marias" "333.243587966736" -7.5
"359" "Tres_Marias" "314.602233672542" -7.4
"360" "Tres_Marias" "297.003660402409" -7.3
"361" "Tres_Marias" "280.389535899625" -7.2
"362" "Tres_Marias" "264.704790962803" -7.1
"363" "Tres_Marias" "249.897436913426" -7
"364" "Tres_Marias" "235.918393274095" -6.9
"365" "Tres_Marias" "222.72132508631" -6.8
"366" "Tres_Marias" "210.262489328543" -6.7
"367" "Tres_Marias" "198.500589925564" -6.6
"368" "Tres_Marias" "187.396640868401" -6.5
"369" "Tres_Marias" "176.913836991261" -6.4
"370" "Tres_Marias" "167.017431977075" -6.3
"371" "Tres_Marias" "157.674623187302" -6.2
"372" "Tres_Marias" "148.854442934257" -6.1
"373" "Tres_Marias" "140.527655835568" -6
"374" "Tres_Marias" "132.666661910533" -5.9
"375" "Tres_Marias" "125.245405097186" -5.8
"376" "Tres_Marias" "118.239286886835" -5.7
"377" "Tres_Marias" "111.625084789808" -5.6
"378" "Tres_Marias" "105.380875362157" -5.5
"379" "Tres_Marias" "99.4859615381751" -5.4
"380" "Tres_Marias" "93.9208040278774" -5.3
"381" "Tres_Marias" "88.6669565520363" -5.2
"382" "Tres_Marias" "83.7070047001213" -5.1
"383" "Tres_Marias" "79.0245082084664" -5
"384" "Tres_Marias" "74.6039464673489" -4.9
"385" "Tres_Marias" "70.4306670763536" -4.8
"386" "Tres_Marias" "66.4908372775045" -4.7
"387" "Tres_Marias" "62.7713981051856" -4.6
"388" "Tres_Marias" "59.2600211008741" -4.5
"389" "Tres_Marias" "55.9450674492135" -4.4
"390" "Tres_Marias" "52.8155493999796" -4.3
"391" "Tres_Marias" "49.8610938480672" -4.2
"392" "Tres_Marias" "47.071907950781" -4.1
"393" "Tres_Marias" "44.4387466684646" -4
"394" "Tres_Marias" "41.9528821208789" -3.9
"395" "Tres_Marias" "39.6060746577569" -3.8
"396" "Tres_Marias" "37.3905455476477" -3.7
"397" "Tres_Marias" "35.298951194521" -3.6
"398" "Tres_Marias" "33.3243587966736" -3.5
"399" "Tres_Marias" "31.4602233672542" -3.4
"400" "Tres_Marias" "29.7003660402409" -3.3
"401" "Tres_Marias" "28.0389535899625" -3.2
"402" "Tres_Marias" "26.4704790962803" -3.1
"403" "Tres_Marias" "24.9897436913426" -3
"404" "Tres_Marias" "23.5918393274095" -2.9
"405" "Tres_Marias" "22.2721325086309" -2.8
"406" "Tres_Marias" "21.0262489328543" -2.7
"407" "Tres_Marias" "19.8500589925564" -2.6
"408" "Tres_Marias" "18.7396640868401" -2.5
"409" "Tres_Marias" "17.6913836991261" -2.4
"410" "Tres_Marias" "16.7017431977075" -2.3
"411" "Tres_Marias" "15.7674623187302" -2.2
"412" "Tres_Marias" "14.8854442934257" -2.1
"413" "Tres_Marias" "14.0527655835568" -2
"414" "Tres_Marias" "13.2666661910533" -1.9
"415" "Tres_Marias" "12.5245405097186" -1.8
"416" "Tres_Marias" "11.8239286886835" -1.7
"417" "Tres_Marias" "11.1625084789808" -1.6
"418" "Tres_Marias" "10.5380875362157" -1.5
"419" "Tres_Marias" "9.94859615381751" -1.4
"420" "Tres_Marias" "9.39208040278772" -1.3
"421" "Tres_Marias" "8.86669565520363" -1.2
"422" "Tres_Marias" "8.37070047001213" -1.1
"423" "Tres_Marias" "7.90245082084664" -1
"424" "Tres_Marias" "7.46039464673489" -0.899999999999999
"425" "Tres_Marias" "7.04306670763535" -0.799999999999999
"426" "Tres_Marias" "6.64908372775045" -0.699999999999999
"427" "Tres_Marias" "6.27713981051856" -0.6
"428" "Tres_Marias" "5.92600211008741" -0.5
"429" "Tres_Marias" "5.59450674492135" -0.399999999999999
"430" "Tres_Marias" "5.28155493999796" -0.299999999999999
"431" "Tres_Marias" "4.98610938480672" -0.199999999999999
"432" "Tres_Marias" "4.7071907950781" -0.0999999999999996
"433" "Tres_Marias" "4.44387466684646" 0
"434" "Tres_Marias" "4.19528821208788" 0.100000000000001
"435" "Tres_Marias" "3.96060746577569" 0.200000000000001
"436" "Tres_Marias" "3.73905455476477" 0.300000000000001
"437" "Tres_Marias" "3.5298951194521" 0.4
"438" "Tres_Marias" "3.33243587966736" 0.5
"439" "Tres_Marias" "3.14602233672542" 0.600000000000001
"440" "Tres_Marias" "2.97003660402409" 0.700000000000001
"441" "Tres_Marias" "2.80389535899625" 0.800000000000001
"442" "Tres_Marias" "2.64704790962803" 0.9
"443" "Tres_Marias" "2.49897436913426" 1
"444" "Tres_Marias" "2.35918393274095" 1.1
"445" "Tres_Marias" "2.22721325086309" 1.2
"446" "Tres_Marias" "2.10262489328543" 1.3
"447" "Tres_Marias" "1.98500589925564" 1.4
"448" "Tres_Marias" "1.87396640868401" 1.5
"449" "Tres_Marias" "1.76913836991261" 1.6
"450" "Tres_Marias" "1.67017431977075" 1.7
"451" "Tres_Marias" "1.57674623187302" 1.8
"452" "Tres_Marias" "1.48854442934257" 1.9
"453" "Tres_Marias" "1.40527655835568" 2
"454" "Tres_Marias" "1.32666661910533" 2.1
"455" "Tres_Marias" "1.25245405097186" 2.2
"456" "Tres_Marias" "1.18239286886835" 2.3
"457" "Tres_Marias" "1.11625084789808" 2.4
"458" "Tres_Marias" "1.05380875362157" 2.5
"459" "Tres_Marias" "0.99485961538175" 2.6
"460" "Tres_Marias" "0.939208040278773" 2.7
"461" "Tres_Marias" "0.886669565520363" 2.8
"462" "Tres_Marias" "0.837070047001213" 2.9
"463" "Tres_Marias" "0.790245082084664" 3
"464" "Tres_Marias" "0.746039464673489" 3.1
"465" "Tres_Marias" "0.704306670763535" 3.2
"466" "Tres_Marias" "0.664908372775045" 3.3
"467" "Tres_Marias" "0.627713981051856" 3.4
"468" "Tres_Marias" "0.592600211008741" 3.5
"469" "Pasi_Gusung_North_nonreserve2" "5409.6512404588" -12
"470" "Pasi_Gusung_North_nonreserve2" "5107.04009046877" -11.9
"471" "Pasi_Gusung_North_nonreserve2" "4821.35674303528" -11.8
"472" "Pasi_Gusung_North_nonreserve2" "4551.65427171695" -11.7
"473" "Pasi_Gusung_North_nonreserve2" "4297.03872030766" -11.6
"474" "Pasi_Gusung_North_nonreserve2" "4056.66613972819" -11.5
"475" "Pasi_Gusung_North_nonreserve2" "3829.73979067123" -11.4
"476" "Pasi_Gusung_North_nonreserve2" "3615.50750272815" -11.3
"477" "Pasi_Gusung_North_nonreserve2" "3413.25918124387" -11.2
"478" "Pasi_Gusung_North_nonreserve2" "3222.32445363606" -11.1
"479" "Pasi_Gusung_North_nonreserve2" "3042.07044737722" -11
"480" "Pasi_Gusung_North_nonreserve2" "2871.89969227445" -10.9
"481" "Pasi_Gusung_North_nonreserve2" "2711.24814009389" -10.8
"482" "Pasi_Gusung_North_nonreserve2" "2559.58329496562" -10.7
"483" "Pasi_Gusung_North_nonreserve2" "2416.40244837205" -10.6
"484" "Pasi_Gusung_North_nonreserve2" "2281.23101286957" -10.5
"485" "Pasi_Gusung_North_nonreserve2" "2153.62094902027" -10.4
"486" "Pasi_Gusung_North_nonreserve2" "2033.1492803198" -10.3
"487" "Pasi_Gusung_North_nonreserve2" "1919.4166911988" -10.2
"488" "Pasi_Gusung_North_nonreserve2" "1812.04620345097" -10.1
"489" "Pasi_Gusung_North_nonreserve2" "1710.6819267005" -10
"490" "Pasi_Gusung_North_nonreserve2" "1614.98787876737" -9.9
"491" "Pasi_Gusung_North_nonreserve2" "1524.64687202027" -9.8
