"Site" "refs" "size"
"3619" "Pasi_Gusung_North_reserve2" "1" -9
"3620" "Pasi_Gusung_North_reserve2" "1" -8.9
"3621" "Pasi_Gusung_North_reserve2" "1" -8.8
"3622" "Pasi_Gusung_North_reserve2" "1" -8.7
"3623" "Pasi_Gusung_North_reserve2" "1" -8.6
"3624" "Pasi_Gusung_North_reserve2" "1" -8.5
"3625" "Pasi_Gusung_North_reserve2" "1" -8.4
"3626" "Pasi_Gusung_North_reserve2" "1" -8.3
"3627" "Pasi_Gusung_North_reserve2" "1" -8.2
"3628" "Pasi_Gusung_North_reserve2" "1" -8.1
"3629" "Pasi_Gusung_North_reserve2" "1" -8
"3630" "Pasi_Gusung_North_reserve2" "1" -7.9
"3631" "Pasi_Gusung_North_reserve2" "1" -7.8
"3632" "Pasi_Gusung_North_reserve2" "1" -7.7
"3633" "Pasi_Gusung_North_reserve2" "1" -7.6
"3634" "Pasi_Gusung_North_reserve2" "1" -7.5
"3635" "Pasi_Gusung_North_reserve2" "1" -7.4
"3636" "Pasi_Gusung_North_reserve2" "1" -7.3
"3637" "Pasi_Gusung_North_reserve2" "1" -7.2
"3638" "Pasi_Gusung_North_reserve2" "1" -7.1
"3639" "Pasi_Gusung_North_reserve2" "1" -7
"3640" "Pasi_Gusung_North_reserve2" "1" -6.9
"3641" "Pasi_Gusung_North_reserve2" "1" -6.8
"3642" "Pasi_Gusung_North_reserve2" "1" -6.7
"3643" "Pasi_Gusung_North_reserve2" "1" -6.6
"3644" "Pasi_Gusung_North_reserve2" "1" -6.5
"3645" "Pasi_Gusung_North_reserve2" "1" -6.4
"3646" "Pasi_Gusung_North_reserve2" "1" -6.3
"3647" "Pasi_Gusung_North_reserve2" "1" -6.2
"3648" "Pasi_Gusung_North_reserve2" "1" -6.1
"3649" "Pasi_Gusung_North_reserve2" "1" -6
"3650" "Pasi_Gusung_North_reserve2" "1" -5.9
"3651" "Pasi_Gusung_North_reserve2" "1" -5.8
"3652" "Pasi_Gusung_North_reserve2" "1" -5.7
"3653" "Pasi_Gusung_North_reserve2" "1" -5.6
"3654" "Pasi_Gusung_North_reserve2" "1" -5.5
"3655" "Pasi_Gusung_North_reserve2" "1" -5.4
"3656" "Pasi_Gusung_North_reserve2" "1" -5.3
"3657" "Pasi_Gusung_North_reserve2" "1" -5.2
"3658" "Pasi_Gusung_North_reserve2" "1" -5.1
"3659" "Pasi_Gusung_North_reserve2" "1" -5
"3660" "Pasi_Gusung_North_reserve2" "1" -4.9
"3661" "Pasi_Gusung_North_reserve2" "1" -4.8
"3662" "Pasi_Gusung_North_reserve2" "1" -4.7
"3663" "Pasi_Gusung_North_reserve2" "1" -4.6
"3664" "Pasi_Gusung_North_reserve2" "1" -4.5
"3665" "Pasi_Gusung_North_reserve2" "1" -4.4
"3666" "Pasi_Gusung_North_reserve2" "1" -4.3
"3667" "Pasi_Gusung_North_reserve2" "1" -4.2
"3668" "Pasi_Gusung_North_reserve2" "1" -4.1
"3669" "Pasi_Gusung_North_reserve2" "1" -4
"3670" "Pasi_Gusung_North_reserve2" "1" -3.9
"3671" "Pasi_Gusung_North_reserve2" "1" -3.8
"3672" "Pasi_Gusung_North_reserve2" "1" -3.7
"3673" "Pasi_Gusung_North_reserve2" "1" -3.6
"3674" "Pasi_Gusung_North_reserve2" "1" -3.5
"3675" "Pasi_Gusung_North_reserve2" "1" -3.4
"3676" "Pasi_Gusung_North_reserve2" "1" -3.3
"3677" "Pasi_Gusung_North_reserve2" "1" -3.2
"3678" "Pasi_Gusung_North_reserve2" "1" -3.1
"3679" "Pasi_Gusung_North_reserve2" "1" -3
"3680" "Pasi_Gusung_North_reserve2" "1" -2.9
"3681" "Pasi_Gusung_North_reserve2" "1" -2.8
"3682" "Pasi_Gusung_North_reserve2" "1" -2.7
"3683" "Pasi_Gusung_North_reserve2" "1" -2.6
"3684" "Pasi_Gusung_North_reserve2" "1" -2.5
"3685" "Pasi_Gusung_North_reserve2" "1" -2.4
"3686" "Pasi_Gusung_North_reserve2" "1" -2.3
"3687" "Pasi_Gusung_North_reserve2" "1" -2.2
"3688" "Pasi_Gusung_North_reserve2" "1" -2.1
"3689" "Pasi_Gusung_North_reserve2" "1" -2
"3690" "Pasi_Gusung_North_reserve2" "1" -1.9
"3691" "Pasi_Gusung_North_reserve2" "1" -1.8
"3692" "Pasi_Gusung_North_reserve2" "1" -1.7
"3693" "Pasi_Gusung_North_reserve2" "1" -1.6
"3694" "Pasi_Gusung_North_reserve2" "0.8375" -1.5
"3695" "Pasi_Gusung_North_reserve2" "0.774638620766433" -1.4
"3696" "Pasi_Gusung_North_reserve2" "0.689388364690153" -1.3
"3697" "Pasi_Gusung_North_reserve2" "0.580731502559797" -1.2
"3698" "Pasi_Gusung_North_reserve2" "0.454711879820011" -1.1
"3699" "Pasi_Gusung_North_reserve2" "0.325741917051829" -1
"3700" "Pasi_Gusung_North_reserve2" "0.211557659436988" -0.899999999999999
"3701" "Pasi_Gusung_North_reserve2" "0.124376275430349" -0.799999999999999
"3702" "Pasi_Gusung_North_reserve2" "0.0663716405995856" -0.699999999999999
"3703" "Pasi_Gusung_North_reserve2" "0.0322802453115387" -0.6
"3704" "Pasi_Gusung_North_reserve2" "0.0145135279864073" -0.5
"3705" "Pasi_Gusung_North_reserve2" "0.00651237325918974" -0.399999999999999
"3706" "Pasi_Gusung_North_reserve2" "0.00376681514971278" -0.299999999999999
"3707" "Pasi_Gusung_North_reserve2" "0.00358171005337393" -0.199999999999999
"3708" "Pasi_Gusung_North_reserve2" "0.00450596600388398" -0.0999999999999996
"3709" "Pasi_Gusung_North_reserve2" "0.00583004855488845" 0
"3710" "Pasi_Gusung_North_reserve2" "0.00724558640182216" 0.100000000000001
"3711" "Pasi_Gusung_North_reserve2" "0.00864412804645542" 0.200000000000001
"3712" "Pasi_Gusung_North_reserve2" "0.0100087603611533" 0.300000000000001
"3713" "Pasi_Gusung_North_reserve2" "0.0113600843944628" 0.4
"3714" "Pasi_Gusung_North_reserve2" "0.0127311853972476" 0.5
"3715" "Pasi_Gusung_North_reserve2" "0.267875518447005" 0.600000000000001
"3716" "Pasi_Gusung_North_reserve2" "0.136667898046034" 0.700000000000001
"3717" "Pasi_Gusung_North_reserve2" "0.070726015460258" 0.800000000000001
"3718" "Pasi_Gusung_North_reserve2" "0.0423393888957356" 0.9
"3719" "Pasi_Gusung_North_reserve2" "0.0315891572163749" 1
"3720" "Pasi_Gusung_North_reserve2" "0.0284533486420857" 1.1
"3721" "Pasi_Gusung_North_reserve2" "0.0285106338390514" 1.2
"3722" "Pasi_Gusung_North_reserve2" "0.0298898749097999" 1.3
"3723" "Pasi_Gusung_North_reserve2" "0.0317887138225416" 1.4
"3724" "Pasi_Gusung_North_reserve2" "0.291176680436617" 1.5
"3725" "Pasi_Gusung_North_reserve2" "0.173505914128654" 1.6
"3726" "Pasi_Gusung_North_reserve2" "0.108062871027956" 1.7
"3727" "Pasi_Gusung_North_reserve2" "0.0747155262053165" 1.8
"3728" "Pasi_Gusung_North_reserve2" "0.0580348831658261" 1.9
"3729" "Pasi_Gusung_North_reserve2" "0.609012023132615" 2
"3730" "Pasi_Gusung_North_reserve2" "0.475729797677853" 2.1
"3731" "Pasi_Gusung_North_reserve2" "0.359972723852377" 2.2
"3732" "Pasi_Gusung_North_reserve2" "0.270182549548448" 2.3
"3733" "Pasi_Gusung_North_reserve2" "0.259841970180247" 2.4
"3734" "Pasi_Gusung_North_reserve2" "0.201542290911772" 2.5
"3735" "Pasi_Gusung_North_reserve2" "0.158180775408129" 2.6
"3736" "Pasi_Gusung_North_reserve2" "0.257533821609166" 2.7
"3737" "Pasi_Gusung_North_reserve2" "0.214140162420733" 2.8
"3738" "Pasi_Gusung_North_reserve2" "1" 2.9
"3739" "Pasi_Gusung_North_reserve2" "1" 3
"3740" "Pasi_Gusung_North_reserve2" "1" 3.1
"3741" "Pasi_Gusung_North_reserve2" "1" 3.2
"3742" "Pasi_Gusung_North_reserve2" "1" 3.3
"3743" "Pasi_Gusung_North_reserve2" "1" 3.4
"3744" "Pasi_Gusung_North_reserve2" "1" 3.5
"3745" "Pasi_Gusung_North_reserve3" "1" -12
"3746" "Pasi_Gusung_North_reserve3" "1" -11.9
"3747" "Pasi_Gusung_North_reserve3" "1" -11.8
"3748" "Pasi_Gusung_North_reserve3" "1" -11.7
"3749" "Pasi_Gusung_North_reserve3" "1" -11.6
"3750" "Pasi_Gusung_North_reserve3" "1" -11.5
"3751" "Pasi_Gusung_North_reserve3" "1" -11.4
"3752" "Pasi_Gusung_North_reserve3" "1" -11.3
"3753" "Pasi_Gusung_North_reserve3" "1" -11.2
"3754" "Pasi_Gusung_North_reserve3" "1" -11.1
"3755" "Pasi_Gusung_North_reserve3" "1" -11
"3756" "Pasi_Gusung_North_reserve3" "1" -10.9
"3757" "Pasi_Gusung_North_reserve3" "1" -10.8
"3758" "Pasi_Gusung_North_reserve3" "1" -10.7
"3759" "Pasi_Gusung_North_reserve3" "1" -10.6
"3760" "Pasi_Gusung_North_reserve3" "1" -10.5
"3761" "Pasi_Gusung_North_reserve3" "1" -10.4
"3762" "Pasi_Gusung_North_reserve3" "1" -10.3
"3763" "Pasi_Gusung_North_reserve3" "1" -10.2
"3764" "Pasi_Gusung_North_reserve3" "1" -10.1
"3765" "Pasi_Gusung_North_reserve3" "1" -10
"3766" "Pasi_Gusung_North_reserve3" "1" -9.9
"3767" "Pasi_Gusung_North_reserve3" "1" -9.8
"3768" "Pasi_Gusung_North_reserve3" "1" -9.7
"3769" "Pasi_Gusung_North_reserve3" "1" -9.6
"3770" "Pasi_Gusung_North_reserve3" "1" -9.5
"3771" "Pasi_Gusung_North_reserve3" "1" -9.4
"3772" "Pasi_Gusung_North_reserve3" "1" -9.3
"3773" "Pasi_Gusung_North_reserve3" "1" -9.2
"3774" "Pasi_Gusung_North_reserve3" "1" -9.1
"3775" "Pasi_Gusung_North_reserve3" "1" -9
"3776" "Pasi_Gusung_North_reserve3" "1" -8.9
"3777" "Pasi_Gusung_North_reserve3" "1" -8.8
"3778" "Pasi_Gusung_North_reserve3" "1" -8.7
"3779" "Pasi_Gusung_North_reserve3" "1" -8.6
"3780" "Pasi_Gusung_North_reserve3" "1" -8.5
"3781" "Pasi_Gusung_North_reserve3" "1" -8.4
"3782" "Pasi_Gusung_North_reserve3" "1" -8.3
"3783" "Pasi_Gusung_North_reserve3" "1" -8.2
"3784" "Pasi_Gusung_North_reserve3" "1" -8.1
"3785" "Pasi_Gusung_North_reserve3" "1" -8
"3786" "Pasi_Gusung_North_reserve3" "1" -7.9
"3787" "Pasi_Gusung_North_reserve3" "1" -7.8
"3788" "Pasi_Gusung_North_reserve3" "1" -7.7
"3789" "Pasi_Gusung_North_reserve3" "1" -7.6
"3790" "Pasi_Gusung_North_reserve3" "1" -7.5
"3791" "Pasi_Gusung_North_reserve3" "1" -7.4
"3792" "Pasi_Gusung_North_reserve3" "1" -7.3
"3793" "Pasi_Gusung_North_reserve3" "1" -7.2
"3794" "Pasi_Gusung_North_reserve3" "1" -7.1
"3795" "Pasi_Gusung_North_reserve3" "1" -7
"3796" "Pasi_Gusung_North_reserve3" "1" -6.9
"3797" "Pasi_Gusung_North_reserve3" "1" -6.8
"3798" "Pasi_Gusung_North_reserve3" "1" -6.7
"3799" "Pasi_Gusung_North_reserve3" "1" -6.6
"3800" "Pasi_Gusung_North_reserve3" "1" -6.5
"3801" "Pasi_Gusung_North_reserve3" "1" -6.4
"3802" "Pasi_Gusung_North_reserve3" "1" -6.3
"3803" "Pasi_Gusung_North_reserve3" "1" -6.2
"3804" "Pasi_Gusung_North_reserve3" "1" -6.1
"3805" "Pasi_Gusung_North_reserve3" "1" -6
"3806" "Pasi_Gusung_North_reserve3" "1" -5.9
"3807" "Pasi_Gusung_North_reserve3" "1" -5.8
"3808" "Pasi_Gusung_North_reserve3" "1" -5.7
"3809" "Pasi_Gusung_North_reserve3" "1" -5.6
"3810" "Pasi_Gusung_North_reserve3" "1" -5.5
"3811" "Pasi_Gusung_North_reserve3" "1" -5.4
"3812" "Pasi_Gusung_North_reserve3" "1" -5.3
"3813" "Pasi_Gusung_North_reserve3" "1" -5.2
"3814" "Pasi_Gusung_North_reserve3" "1" -5.1
"3815" "Pasi_Gusung_North_reserve3" "1" -5
"3816" "Pasi_Gusung_North_reserve3" "1" -4.9
"3817" "Pasi_Gusung_North_reserve3" "1" -4.8
"3818" "Pasi_Gusung_North_reserve3" "1" -4.7
"3819" "Pasi_Gusung_North_reserve3" "1" -4.6
"3820" "Pasi_Gusung_North_reserve3" "1" -4.5
"3821" "Pasi_Gusung_North_reserve3" "1" -4.4
"3822" "Pasi_Gusung_North_reserve3" "1" -4.3
"3823" "Pasi_Gusung_North_reserve3" "1" -4.2
"3824" "Pasi_Gusung_North_reserve3" "1" -4.1
"3825" "Pasi_Gusung_North_reserve3" "1" -4
"3826" "Pasi_Gusung_North_reserve3" "1" -3.9
"3827" "Pasi_Gusung_North_reserve3" "1" -3.8
"3828" "Pasi_Gusung_North_reserve3" "1" -3.7
"3829" "Pasi_Gusung_North_reserve3" "1" -3.6
"3830" "Pasi_Gusung_North_reserve3" "1" -3.5
"3831" "Pasi_Gusung_North_reserve3" "1" -3.4
"3832" "Pasi_Gusung_North_reserve3" "1" -3.3
"3833" "Pasi_Gusung_North_reserve3" "1" -3.2
"3834" "Pasi_Gusung_North_reserve3" "1" -3.1
"3835" "Pasi_Gusung_North_reserve3" "1" -3
"3836" "Pasi_Gusung_North_reserve3" "1" -2.9
"3837" "Pasi_Gusung_North_reserve3" "1" -2.8
"3838" "Pasi_Gusung_North_reserve3" "1" -2.7
"3839" "Pasi_Gusung_North_reserve3" "1" -2.6
"3840" "Pasi_Gusung_North_reserve3" "1" -2.5
"3841" "Pasi_Gusung_North_reserve3" "1" -2.4
"3842" "Pasi_Gusung_North_reserve3" "1" -2.3
"3843" "Pasi_Gusung_North_reserve3" "1" -2.2
"3844" "Pasi_Gusung_North_reserve3" "1" -2.1
"3845" "Pasi_Gusung_North_reserve3" "1" -2
"3846" "Pasi_Gusung_North_reserve3" "1" -1.9
"3847" "Pasi_Gusung_North_reserve3" "1" -1.8
"3848" "Pasi_Gusung_North_reserve3" "1" -1.7
"3849" "Pasi_Gusung_North_reserve3" "1" -1.6
"3850" "Pasi_Gusung_North_reserve3" "0.6875" -1.5
"3851" "Pasi_Gusung_North_reserve3" "0.556837981843864" -1.4
"3852" "Pasi_Gusung_North_reserve3" "0.407422227772497" -1.3
"3853" "Pasi_Gusung_North_reserve3" "0.263695191157308" -1.2
"3854" "Pasi_Gusung_North_reserve3" "0.149080094403563" -1.1
"3855" "Pasi_Gusung_North_reserve3" "0.0724512969980171" -1
"3856" "Pasi_Gusung_North_reserve3" "0.0285350837084365" -0.899999999999999
"3857" "Pasi_Gusung_North_reserve3" "0.00673105472610991" -0.799999999999999
"3858" "Pasi_Gusung_North_reserve3" "0" -0.699999999999999
"3859" "Pasi_Gusung_North_reserve3" "0" -0.6
"3860" "Pasi_Gusung_North_reserve3" "0" -0.5
"3861" "Pasi_Gusung_North_reserve3" "0" -0.399999999999999
"3862" "Pasi_Gusung_North_reserve3" "0" -0.299999999999999
"3863" "Pasi_Gusung_North_reserve3" "0" -0.199999999999999
"3864" "Pasi_Gusung_North_reserve3" "0" -0.0999999999999996
"3865" "Pasi_Gusung_North_reserve3" "0" 0
"3866" "Pasi_Gusung_North_reserve3" "0" 0.100000000000001
"3867" "Pasi_Gusung_North_reserve3" "0.00379287208285939" 0.200000000000001
"3868" "Pasi_Gusung_North_reserve3" "0.00639249852783463" 0.300000000000001
"3869" "Pasi_Gusung_North_reserve3" "0.00811373630308798" 0.4
"3870" "Pasi_Gusung_North_reserve3" "0.0095453453316644" 0.5
"3871" "Pasi_Gusung_North_reserve3" "0.356559288515938" 0.600000000000001
"3872" "Pasi_Gusung_North_reserve3" "0.16971482385131" 0.700000000000001
"3873" "Pasi_Gusung_North_reserve3" "0.0768247505868669" 0.800000000000001
"3874" "Pasi_Gusung_North_reserve3" "0.0396706052880105" 0.9
"3875" "Pasi_Gusung_North_reserve3" "0.0265806254019151" 1
"3876" "Pasi_Gusung_North_reserve3" "0.0226781706589813" 1.1
"3877" "Pasi_Gusung_North_reserve3" "0.0221033568343443" 1.2
"3878" "Pasi_Gusung_North_reserve3" "0.0226582686668483" 1.3
"3879" "Pasi_Gusung_North_reserve3" "0.0235093830272011" 1.4
"3880" "Pasi_Gusung_North_reserve3" "0.39697640250187" 1.5
"3881" "Pasi_Gusung_North_reserve3" "0.233657421100855" 1.6
"3882" "Pasi_Gusung_North_reserve3" "0.135047179201046" 1.7
"3883" "Pasi_Gusung_North_reserve3" "0.0822460091442095" 1.8
"3884" "Pasi_Gusung_North_reserve3" "0.0544988152527939" 1.9
"3885" "Pasi_Gusung_North_reserve3" "0.220864820963077" 2
"3886" "Pasi_Gusung_North_reserve3" "0.147778554043293" 2.1
"3887" "Pasi_Gusung_North_reserve3" "0.101487818373212" 2.2
"3888" "Pasi_Gusung_North_reserve3" "0.0712158833774097" 2.3
"3889" "Pasi_Gusung_North_reserve3" "0.444826965959892" 2.4
"3890" "Pasi_Gusung_North_reserve3" "0.356626992766933" 2.5
"3891" "Pasi_Gusung_North_reserve3" "0.287506158746749" 2.6
"3892" "Pasi_Gusung_North_reserve3" "0.116769082732591" 2.7
"3893" "Pasi_Gusung_North_reserve3" "0.0897558942000528" 2.8
"3894" "Pasi_Gusung_North_reserve3" "1" 2.9
"3895" "Pasi_Gusung_North_reserve3" "1" 3
"3896" "Pasi_Gusung_North_reserve3" "1" 3.1
"3897" "Pasi_Gusung_North_reserve3" "1" 3.2
"3898" "Pasi_Gusung_North_reserve3" "1" 3.3
"3899" "Pasi_Gusung_North_reserve3" "1" 3.4
"3900" "Pasi_Gusung_North_reserve3" "1" 3.5
"3901" "Pasi_Gusung_South_reserve1" "1" -12
"3902" "Pasi_Gusung_South_reserve1" "1" -11.9
"3903" "Pasi_Gusung_South_reserve1" "1" -11.8
"3904" "Pasi_Gusung_South_reserve1" "1" -11.7
"3905" "Pasi_Gusung_South_reserve1" "1" -11.6
"3906" "Pasi_Gusung_South_reserve1" "1" -11.5
"3907" "Pasi_Gusung_South_reserve1" "1" -11.4
"3908" "Pasi_Gusung_South_reserve1" "1" -11.3
"3909" "Pasi_Gusung_South_reserve1" "1" -11.2
"3910" "Pasi_Gusung_South_reserve1" "1" -11.1
"3911" "Pasi_Gusung_South_reserve1" "1" -11
"3912" "Pasi_Gusung_South_reserve1" "1" -10.9
"3913" "Pasi_Gusung_South_reserve1" "1" -10.8
"3914" "Pasi_Gusung_South_reserve1" "1" -10.7
"3915" "Pasi_Gusung_South_reserve1" "1" -10.6
"3916" "Pasi_Gusung_South_reserve1" "1" -10.5
"3917" "Pasi_Gusung_South_reserve1" "1" -10.4
"3918" "Pasi_Gusung_South_reserve1" "1" -10.3
"3919" "Pasi_Gusung_South_reserve1" "1" -10.2
"3920" "Pasi_Gusung_South_reserve1" "1" -10.1
"3921" "Pasi_Gusung_South_reserve1" "1" -10
"3922" "Pasi_Gusung_South_reserve1" "1" -9.9
"3923" "Pasi_Gusung_South_reserve1" "1" -9.8
"3924" "Pasi_Gusung_South_reserve1" "1" -9.7
"3925" "Pasi_Gusung_South_reserve1" "1" -9.6
"3926" "Pasi_Gusung_South_reserve1" "1" -9.5
"3927" "Pasi_Gusung_South_reserve1" "1" -9.4
"3928" "Pasi_Gusung_South_reserve1" "1" -9.3
"3929" "Pasi_Gusung_South_reserve1" "1" -9.2
"3930" "Pasi_Gusung_South_reserve1" "1" -9.1
"3931" "Pasi_Gusung_South_reserve1" "1" -9
"3932" "Pasi_Gusung_South_reserve1" "1" -8.9
"3933" "Pasi_Gusung_South_reserve1" "1" -8.8
"3934" "Pasi_Gusung_South_reserve1" "1" -8.7
"3935" "Pasi_Gusung_South_reserve1" "1" -8.6
"3936" "Pasi_Gusung_South_reserve1" "1" -8.5
"3937" "Pasi_Gusung_South_reserve1" "1" -8.4
"3938" "Pasi_Gusung_South_reserve1" "1" -8.3
"3939" "Pasi_Gusung_South_reserve1" "1" -8.2
"3940" "Pasi_Gusung_South_reserve1" "1" -8.1
"3941" "Pasi_Gusung_South_reserve1" "1" -8
"3942" "Pasi_Gusung_South_reserve1" "1" -7.9
"3943" "Pasi_Gusung_South_reserve1" "1" -7.8
"3944" "Pasi_Gusung_South_reserve1" "1" -7.7
"3945" "Pasi_Gusung_South_reserve1" "1" -7.6
"3946" "Pasi_Gusung_South_reserve1" "1" -7.5
"3947" "Pasi_Gusung_South_reserve1" "1" -7.4
"3948" "Pasi_Gusung_South_reserve1" "1" -7.3
"3949" "Pasi_Gusung_South_reserve1" "1" -7.2
"3950" "Pasi_Gusung_South_reserve1" "1" -7.1
"3951" "Pasi_Gusung_South_reserve1" "1" -7
"3952" "Pasi_Gusung_South_reserve1" "1" -6.9
"3953" "Pasi_Gusung_South_reserve1" "1" -6.8
"3954" "Pasi_Gusung_South_reserve1" "1" -6.7
"3955" "Pasi_Gusung_South_reserve1" "1" -6.6
"3956" "Pasi_Gusung_South_reserve1" "1" -6.5
"3957" "Pasi_Gusung_South_reserve1" "1" -6.4
"3958" "Pasi_Gusung_South_reserve1" "1" -6.3
"3959" "Pasi_Gusung_South_reserve1" "1" -6.2
"3960" "Pasi_Gusung_South_reserve1" "1" -6.1
"3961" "Pasi_Gusung_South_reserve1" "1" -6
"3962" "Pasi_Gusung_South_reserve1" "1" -5.9
"3963" "Pasi_Gusung_South_reserve1" "1" -5.8
"3964" "Pasi_Gusung_South_reserve1" "1" -5.7
"3965" "Pasi_Gusung_South_reserve1" "1" -5.6
"3966" "Pasi_Gusung_South_reserve1" "1" -5.5
"3967" "Pasi_Gusung_South_reserve1" "1" -5.4
"3968" "Pasi_Gusung_South_reserve1" "1" -5.3
"3969" "Pasi_Gusung_South_reserve1" "1" -5.2
"3970" "Pasi_Gusung_South_reserve1" "1" -5.1
"3971" "Pasi_Gusung_South_reserve1" "1" -5
"3972" "Pasi_Gusung_South_reserve1" "1" -4.9
"3973" "Pasi_Gusung_South_reserve1" "1" -4.8
"3974" "Pasi_Gusung_South_reserve1" "1" -4.7
"3975" "Pasi_Gusung_South_reserve1" "1" -4.6
"3976" "Pasi_Gusung_South_reserve1" "1" -4.5
"3977" "Pasi_Gusung_South_reserve1" "1" -4.4
"3978" "Pasi_Gusung_South_reserve1" "1" -4.3
"3979" "Pasi_Gusung_South_reserve1" "1" -4.2
"3980" "Pasi_Gusung_South_reserve1" "1" -4.1
"3981" "Pasi_Gusung_South_reserve1" "1" -4
"3982" "Pasi_Gusung_South_reserve1" "1" -3.9
"3983" "Pasi_Gusung_South_reserve1" "1" -3.8
"3984" "Pasi_Gusung_South_reserve1" "1" -3.7
"3985" "Pasi_Gusung_South_reserve1" "1" -3.6
"3986" "Pasi_Gusung_South_reserve1" "1" -3.5
"3987" "Pasi_Gusung_South_reserve1" "1" -3.4
"3988" "Pasi_Gusung_South_reserve1" "1" -3.3
"3989" "Pasi_Gusung_South_reserve1" "1" -3.2
"3990" "Pasi_Gusung_South_reserve1" "1" -3.1
"3991" "Pasi_Gusung_South_reserve1" "1" -3
"3992" "Pasi_Gusung_South_reserve1" "1" -2.9
"3993" "Pasi_Gusung_South_reserve1" "1" -2.8
"3994" "Pasi_Gusung_South_reserve1" "1" -2.7
"3995" "Pasi_Gusung_South_reserve1" "1" -2.6
"3996" "Pasi_Gusung_South_reserve1" "1" -2.5
"3997" "Pasi_Gusung_South_reserve1" "1" -2.4
"3998" "Pasi_Gusung_South_reserve1" "1" -2.3
"3999" "Pasi_Gusung_South_reserve1" "1" -2.2
"4000" "Pasi_Gusung_South_reserve1" "1" -2.1
"4001" "Pasi_Gusung_South_reserve1" "1" -2
"4002" "Pasi_Gusung_South_reserve1" "1" -1.9
"4003" "Pasi_Gusung_South_reserve1" "1" -1.8
"4004" "Pasi_Gusung_South_reserve1" "1" -1.7
"4005" "Pasi_Gusung_South_reserve1" "1" -1.6
"4006" "Pasi_Gusung_South_reserve1" "0.78375" -1.5
"4007" "Pasi_Gusung_South_reserve1" "0.717400427219942" -1.4
"4008" "Pasi_Gusung_South_reserve1" "0.634007528226872" -1.3
"4009" "Pasi_Gusung_South_reserve1" "0.534853508876684" -1.2
"4010" "Pasi_Gusung_South_reserve1" "0.425664857561191" -1.1
"4011" "Pasi_Gusung_South_reserve1" "0.316436857754168" -1
"4012" "Pasi_Gusung_South_reserve1" "0.218446323053004" -0.899999999999999
"4013" "Pasi_Gusung_South_reserve1" "0.139907261454686" -0.799999999999999
"4014" "Pasi_Gusung_South_reserve1" "0.0834412710895177" -0.699999999999999
"4015" "Pasi_Gusung_South_reserve1" "0.0467702953014776" -0.6
"4016" "Pasi_Gusung_South_reserve1" "0.025188255226519" -0.5
"4017" "Pasi_Gusung_South_reserve1" "0.013789982937868" -0.399999999999999
"4018" "Pasi_Gusung_South_reserve1" "0.00862450892051836" -0.299999999999999
"4019" "Pasi_Gusung_South_reserve1" "0.00695635502352021" -0.199999999999999
"4020" "Pasi_Gusung_South_reserve1" "0.00708397060927002" -0.0999999999999996
"4021" "Pasi_Gusung_South_reserve1" "0.00803917427956335" 0
"4022" "Pasi_Gusung_South_reserve1" "0.00931848974150395" 0.100000000000001
"4023" "Pasi_Gusung_South_reserve1" "0.0106890859448308" 0.200000000000001
"4024" "Pasi_Gusung_South_reserve1" "0.0120645619294861" 0.300000000000001
"4025" "Pasi_Gusung_South_reserve1" "0.013432053243533" 0.4
"4026" "Pasi_Gusung_South_reserve1" "0.0148125102262538" 0.5
"4027" "Pasi_Gusung_South_reserve1" "0.482082019013485" 0.600000000000001
"4028" "Pasi_Gusung_South_reserve1" "0.307354103926635" 0.700000000000001
"4029" "Pasi_Gusung_South_reserve1" "0.180768888303875" 0.800000000000001
"4030" "Pasi_Gusung_South_reserve1" "0.105870568554506" 0.9
"4031" "Pasi_Gusung_South_reserve1" "0.067187571016749" 1
"4032" "Pasi_Gusung_South_reserve1" "0.0491834873285156" 1.1
"4033" "Pasi_Gusung_South_reserve1" "0.0418949097327257" 1.2
"4034" "Pasi_Gusung_South_reserve1" "0.0399380953060063" 1.3
"4035" "Pasi_Gusung_South_reserve1" "0.0405988953496529" 1.4
"4036" "Pasi_Gusung_South_reserve1" "0.370381922584202" 1.5
"4037" "Pasi_Gusung_South_reserve1" "0.24956844982945" 1.6
"4038" "Pasi_Gusung_South_reserve1" "0.169649269719597" 1.7
"4039" "Pasi_Gusung_South_reserve1" "0.121800607310835" 1.8
"4040" "Pasi_Gusung_South_reserve1" "0.0945655589157761" 1.9
"4041" "Pasi_Gusung_South_reserve1" "0.588410720823891" 2
"4042" "Pasi_Gusung_South_reserve1" "0.474464564955179" 2.1
"4043" "Pasi_Gusung_South_reserve1" "0.375105658173022" 2.2
"4044" "Pasi_Gusung_South_reserve1" "0.2957954065806" 2.3
"4045" "Pasi_Gusung_South_reserve1" "0.597479965038495" 2.4
"4046" "Pasi_Gusung_South_reserve1" "0.518347687554203" 2.5
"4047" "Pasi_Gusung_South_reserve1" "0.448123049096399" 2.6
"4048" "Pasi_Gusung_South_reserve1" "1" 2.7
"4049" "Pasi_Gusung_South_reserve1" "1" 2.8
"4050" "Pasi_Gusung_South_reserve1" "1" 2.9
"4051" "Pasi_Gusung_South_reserve1" "1" 3
"4052" "Pasi_Gusung_South_reserve1" "1" 3.1
"4053" "Pasi_Gusung_South_reserve1" "1" 3.2
"4054" "Pasi_Gusung_South_reserve1" "1" 3.3
"4055" "Pasi_Gusung_South_reserve1" "1" 3.4
"4056" "Pasi_Gusung_South_reserve1" "1" 3.5
