"Site" "refs" "size"
"2116" "Pasi_Gusung_North_nonreserve3" "1" -3.3
"2117" "Pasi_Gusung_North_nonreserve3" "1" -3.2
"2118" "Pasi_Gusung_North_nonreserve3" "1" -3.1
"2119" "Pasi_Gusung_North_nonreserve3" "1" -3
"2120" "Pasi_Gusung_North_nonreserve3" "1" -2.9
"2121" "Pasi_Gusung_North_nonreserve3" "1" -2.8
"2122" "Pasi_Gusung_North_nonreserve3" "1" -2.7
"2123" "Pasi_Gusung_North_nonreserve3" "1" -2.6
"2124" "Pasi_Gusung_North_nonreserve3" "1" -2.5
"2125" "Pasi_Gusung_North_nonreserve3" "1" -2.4
"2126" "Pasi_Gusung_North_nonreserve3" "1" -2.3
"2127" "Pasi_Gusung_North_nonreserve3" "1" -2.2
"2128" "Pasi_Gusung_North_nonreserve3" "1" -2.1
"2129" "Pasi_Gusung_North_nonreserve3" "1" -2
"2130" "Pasi_Gusung_North_nonreserve3" "1" -1.9
"2131" "Pasi_Gusung_North_nonreserve3" "1" -1.8
"2132" "Pasi_Gusung_North_nonreserve3" "1" -1.7
"2133" "Pasi_Gusung_North_nonreserve3" "1" -1.6
"2134" "Pasi_Gusung_North_nonreserve3" "0.601" -1.5
"2135" "Pasi_Gusung_North_nonreserve3" "0.486498907773606" -1.4
"2136" "Pasi_Gusung_North_nonreserve3" "0.365001835761603" -1.3
"2137" "Pasi_Gusung_North_nonreserve3" "0.2505276673668" -1.2
"2138" "Pasi_Gusung_North_nonreserve3" "0.155568511774764" -1.1
"2139" "Pasi_Gusung_North_nonreserve3" "0.0860449935353705" -1
"2140" "Pasi_Gusung_North_nonreserve3" "0.0407772580267245" -0.899999999999999
"2141" "Pasi_Gusung_North_nonreserve3" "0.0144895583302469" -0.799999999999999
"2142" "Pasi_Gusung_North_nonreserve3" "0.00109524837600183" -0.699999999999999
"2143" "Pasi_Gusung_North_nonreserve3" "0" -0.6
"2144" "Pasi_Gusung_North_nonreserve3" "0" -0.5
"2145" "Pasi_Gusung_North_nonreserve3" "0" -0.399999999999999
"2146" "Pasi_Gusung_North_nonreserve3" "0" -0.299999999999999
"2147" "Pasi_Gusung_North_nonreserve3" "0" -0.199999999999999
"2148" "Pasi_Gusung_North_nonreserve3" "0" -0.0999999999999996
"2149" "Pasi_Gusung_North_nonreserve3" "0" 0
"2150" "Pasi_Gusung_North_nonreserve3" "0" 0.100000000000001
"2151" "Pasi_Gusung_North_nonreserve3" "0" 0.200000000000001
"2152" "Pasi_Gusung_North_nonreserve3" "0" 0.300000000000001
"2153" "Pasi_Gusung_North_nonreserve3" "0" 0.4
"2154" "Pasi_Gusung_North_nonreserve3" "0" 0.5
"2155" "Pasi_Gusung_North_nonreserve3" "0.666624223739981" 0.600000000000001
"2156" "Pasi_Gusung_North_nonreserve3" "0.451914826394526" 0.700000000000001
"2157" "Pasi_Gusung_North_nonreserve3" "0.259744525891592" 0.800000000000001
"2158" "Pasi_Gusung_North_nonreserve3" "0.136361037456888" 0.9
"2159" "Pasi_Gusung_North_nonreserve3" "0.0730735483228366" 1
"2160" "Pasi_Gusung_North_nonreserve3" "0.0445801989085016" 1.1
"2161" "Pasi_Gusung_North_nonreserve3" "0.0328446761369791" 1.2
"2162" "Pasi_Gusung_North_nonreserve3" "0.0285360561600035" 1.3
"2163" "Pasi_Gusung_North_nonreserve3" "0.0273619703744601" 1.4
"2164" "Pasi_Gusung_North_nonreserve3" "0.278565928414925" 1.5
"2165" "Pasi_Gusung_North_nonreserve3" "0.1653371825326" 1.6
"2166" "Pasi_Gusung_North_nonreserve3" "0.100906582323057" 1.7
"2167" "Pasi_Gusung_North_nonreserve3" "0.0665913044914515" 1.8
"2168" "Pasi_Gusung_North_nonreserve3" "0.0482716339752408" 1.9
"2169" "Pasi_Gusung_North_nonreserve3" "0.416243044711744" 2
"2170" "Pasi_Gusung_North_nonreserve3" "0.294338707575904" 2.1
"2171" "Pasi_Gusung_North_nonreserve3" "0.205792479539231" 2.2
"2172" "Pasi_Gusung_North_nonreserve3" "0.144863811601449" 2.3
"2173" "Pasi_Gusung_North_nonreserve3" "0.139839878188462" 2.4
"2174" "Pasi_Gusung_North_nonreserve3" "0.100702877238212" 2.5
"2175" "Pasi_Gusung_North_nonreserve3" "0.071305546582428" 2.6
"2176" "Pasi_Gusung_North_nonreserve3" "0.320527528264499" 2.7
"2177" "Pasi_Gusung_North_nonreserve3" "0.258925922205625" 2.8
"2178" "Pasi_Gusung_North_nonreserve3" "1" 2.9
"2179" "Pasi_Gusung_North_nonreserve3" "1" 3
"2180" "Pasi_Gusung_North_nonreserve3" "1" 3.1
"2181" "Pasi_Gusung_North_nonreserve3" "1" 3.2
"2182" "Pasi_Gusung_North_nonreserve3" "1" 3.3
"2183" "Pasi_Gusung_North_nonreserve3" "1" 3.4
"2184" "Pasi_Gusung_North_nonreserve3" "0.182350094743699" 3.5
"2185" "Pasi_Gusung_North_reserve2" "1" -12
"2186" "Pasi_Gusung_North_reserve2" "1" -11.9
"2187" "Pasi_Gusung_North_reserve2" "1" -11.8
"2188" "Pasi_Gusung_North_reserve2" "1" -11.7
"2189" "Pasi_Gusung_North_reserve2" "1" -11.6
"2190" "Pasi_Gusung_North_reserve2" "1" -11.5
"2191" "Pasi_Gusung_North_reserve2" "1" -11.4
"2192" "Pasi_Gusung_North_reserve2" "1" -11.3
"2193" "Pasi_Gusung_North_reserve2" "1" -11.2
"2194" "Pasi_Gusung_North_reserve2" "1" -11.1
"2195" "Pasi_Gusung_North_reserve2" "1" -11
"2196" "Pasi_Gusung_North_reserve2" "1" -10.9
"2197" "Pasi_Gusung_North_reserve2" "1" -10.8
"2198" "Pasi_Gusung_North_reserve2" "1" -10.7
"2199" "Pasi_Gusung_North_reserve2" "1" -10.6
"2200" "Pasi_Gusung_North_reserve2" "1" -10.5
"2201" "Pasi_Gusung_North_reserve2" "1" -10.4
"2202" "Pasi_Gusung_North_reserve2" "1" -10.3
"2203" "Pasi_Gusung_North_reserve2" "1" -10.2
"2204" "Pasi_Gusung_North_reserve2" "1" -10.1
"2205" "Pasi_Gusung_North_reserve2" "1" -10
"2206" "Pasi_Gusung_North_reserve2" "1" -9.9
"2207" "Pasi_Gusung_North_reserve2" "1" -9.8
"2208" "Pasi_Gusung_North_reserve2" "1" -9.7
"2209" "Pasi_Gusung_North_reserve2" "1" -9.6
"2210" "Pasi_Gusung_North_reserve2" "1" -9.5
"2211" "Pasi_Gusung_North_reserve2" "1" -9.4
"2212" "Pasi_Gusung_North_reserve2" "1" -9.3
"2213" "Pasi_Gusung_North_reserve2" "1" -9.2
"2214" "Pasi_Gusung_North_reserve2" "1" -9.1
"2215" "Pasi_Gusung_North_reserve2" "1" -9
"2216" "Pasi_Gusung_North_reserve2" "1" -8.9
"2217" "Pasi_Gusung_North_reserve2" "1" -8.8
"2218" "Pasi_Gusung_North_reserve2" "1" -8.7
"2219" "Pasi_Gusung_North_reserve2" "1" -8.6
"2220" "Pasi_Gusung_North_reserve2" "1" -8.5
"2221" "Pasi_Gusung_North_reserve2" "1" -8.4
"2222" "Pasi_Gusung_North_reserve2" "1" -8.3
"2223" "Pasi_Gusung_North_reserve2" "1" -8.2
"2224" "Pasi_Gusung_North_reserve2" "1" -8.1
"2225" "Pasi_Gusung_North_reserve2" "1" -8
"2226" "Pasi_Gusung_North_reserve2" "1" -7.9
"2227" "Pasi_Gusung_North_reserve2" "1" -7.8
"2228" "Pasi_Gusung_North_reserve2" "1" -7.7
"2229" "Pasi_Gusung_North_reserve2" "1" -7.6
"2230" "Pasi_Gusung_North_reserve2" "1" -7.5
"2231" "Pasi_Gusung_North_reserve2" "1" -7.4
"2232" "Pasi_Gusung_North_reserve2" "1" -7.3
"2233" "Pasi_Gusung_North_reserve2" "1" -7.2
"2234" "Pasi_Gusung_North_reserve2" "1" -7.1
"2235" "Pasi_Gusung_North_reserve2" "1" -7
"2236" "Pasi_Gusung_North_reserve2" "1" -6.9
"2237" "Pasi_Gusung_North_reserve2" "1" -6.8
"2238" "Pasi_Gusung_North_reserve2" "1" -6.7
"2239" "Pasi_Gusung_North_reserve2" "1" -6.6
"2240" "Pasi_Gusung_North_reserve2" "1" -6.5
"2241" "Pasi_Gusung_North_reserve2" "1" -6.4
"2242" "Pasi_Gusung_North_reserve2" "1" -6.3
"2243" "Pasi_Gusung_North_reserve2" "1" -6.2
"2244" "Pasi_Gusung_North_reserve2" "1" -6.1
"2245" "Pasi_Gusung_North_reserve2" "1" -6
"2246" "Pasi_Gusung_North_reserve2" "1" -5.9
"2247" "Pasi_Gusung_North_reserve2" "1" -5.8
"2248" "Pasi_Gusung_North_reserve2" "1" -5.7
"2249" "Pasi_Gusung_North_reserve2" "1" -5.6
"2250" "Pasi_Gusung_North_reserve2" "1" -5.5
"2251" "Pasi_Gusung_North_reserve2" "1" -5.4
"2252" "Pasi_Gusung_North_reserve2" "1" -5.3
"2253" "Pasi_Gusung_North_reserve2" "1" -5.2
"2254" "Pasi_Gusung_North_reserve2" "1" -5.1
"2255" "Pasi_Gusung_North_reserve2" "1" -5
"2256" "Pasi_Gusung_North_reserve2" "1" -4.9
"2257" "Pasi_Gusung_North_reserve2" "1" -4.8
"2258" "Pasi_Gusung_North_reserve2" "1" -4.7
"2259" "Pasi_Gusung_North_reserve2" "1" -4.6
"2260" "Pasi_Gusung_North_reserve2" "1" -4.5
"2261" "Pasi_Gusung_North_reserve2" "1" -4.4
"2262" "Pasi_Gusung_North_reserve2" "1" -4.3
"2263" "Pasi_Gusung_North_reserve2" "1" -4.2
"2264" "Pasi_Gusung_North_reserve2" "1" -4.1
"2265" "Pasi_Gusung_North_reserve2" "1" -4
"2266" "Pasi_Gusung_North_reserve2" "1" -3.9
"2267" "Pasi_Gusung_North_reserve2" "1" -3.8
"2268" "Pasi_Gusung_North_reserve2" "1" -3.7
"2269" "Pasi_Gusung_North_reserve2" "1" -3.6
"2270" "Pasi_Gusung_North_reserve2" "1" -3.5
"2271" "Pasi_Gusung_North_reserve2" "1" -3.4
"2272" "Pasi_Gusung_North_reserve2" "1" -3.3
"2273" "Pasi_Gusung_North_reserve2" "1" -3.2
"2274" "Pasi_Gusung_North_reserve2" "1" -3.1
"2275" "Pasi_Gusung_North_reserve2" "1" -3
"2276" "Pasi_Gusung_North_reserve2" "1" -2.9
"2277" "Pasi_Gusung_North_reserve2" "1" -2.8
"2278" "Pasi_Gusung_North_reserve2" "1" -2.7
"2279" "Pasi_Gusung_North_reserve2" "1" -2.6
"2280" "Pasi_Gusung_North_reserve2" "1" -2.5
"2281" "Pasi_Gusung_North_reserve2" "1" -2.4
"2282" "Pasi_Gusung_North_reserve2" "1" -2.3
"2283" "Pasi_Gusung_North_reserve2" "1" -2.2
"2284" "Pasi_Gusung_North_reserve2" "1" -2.1
"2285" "Pasi_Gusung_North_reserve2" "1" -2
"2286" "Pasi_Gusung_North_reserve2" "1" -1.9
"2287" "Pasi_Gusung_North_reserve2" "1" -1.8
"2288" "Pasi_Gusung_North_reserve2" "1" -1.7
"2289" "Pasi_Gusung_North_reserve2" "1" -1.6
"2290" "Pasi_Gusung_North_reserve2" "0" -1.5
"2291" "Pasi_Gusung_North_reserve2" "0" -1.4
"2292" "Pasi_Gusung_North_reserve2" "0" -1.3
"2293" "Pasi_Gusung_North_reserve2" "0" -1.2
"2294" "Pasi_Gusung_North_reserve2" "0" -1.1
"2295" "Pasi_Gusung_North_reserve2" "0" -1
"2296" "Pasi_Gusung_North_reserve2" "0" -0.899999999999999
"2297" "Pasi_Gusung_North_reserve2" "0" -0.799999999999999
"2298" "Pasi_Gusung_North_reserve2" "0" -0.699999999999999
"2299" "Pasi_Gusung_North_reserve2" "0" -0.6
"2300" "Pasi_Gusung_North_reserve2" "0" -0.5
"2301" "Pasi_Gusung_North_reserve2" "0" -0.399999999999999
"2302" "Pasi_Gusung_North_reserve2" "0" -0.299999999999999
"2303" "Pasi_Gusung_North_reserve2" "0" -0.199999999999999
"2304" "Pasi_Gusung_North_reserve2" "0" -0.0999999999999996
"2305" "Pasi_Gusung_North_reserve2" "0" 0
"2306" "Pasi_Gusung_North_reserve2" "0" 0.100000000000001
"2307" "Pasi_Gusung_North_reserve2" "0" 0.200000000000001
"2308" "Pasi_Gusung_North_reserve2" "0" 0.300000000000001
"2309" "Pasi_Gusung_North_reserve2" "0" 0.4
"2310" "Pasi_Gusung_North_reserve2" "0" 0.5
"2311" "Pasi_Gusung_North_reserve2" "0.684488358697473" 0.600000000000001
"2312" "Pasi_Gusung_North_reserve2" "0.423671334945216" 0.700000000000001
"2313" "Pasi_Gusung_North_reserve2" "0.210971926430319" 0.800000000000001
"2314" "Pasi_Gusung_North_reserve2" "0.0970054275917726" 0.9
"2315" "Pasi_Gusung_North_reserve2" "0.0482691418592983" 1
"2316" "Pasi_Gusung_North_reserve2" "0.0293863502372083" 1.1
"2317" "Pasi_Gusung_North_reserve2" "0.0224631819805228" 1.2
"2318" "Pasi_Gusung_North_reserve2" "0.0200911496558904" 1.3
"2319" "Pasi_Gusung_North_reserve2" "0.0193588483142224" 1.4
"2320" "Pasi_Gusung_North_reserve2" "0.190276849059025" 1.5
"2321" "Pasi_Gusung_North_reserve2" "0.110257515890778" 1.6
"2322" "Pasi_Gusung_North_reserve2" "0.0680395308210821" 1.7
"2323" "Pasi_Gusung_North_reserve2" "0.045511261041621" 1.8
"2324" "Pasi_Gusung_North_reserve2" "0.032666476550258" 1.9
"2325" "Pasi_Gusung_North_reserve2" "0.446964287539756" 2
"2326" "Pasi_Gusung_North_reserve2" "0.331760453327317" 2.1
"2327" "Pasi_Gusung_North_reserve2" "0.247670936079762" 2.2
"2328" "Pasi_Gusung_North_reserve2" "0.187790006228488" 2.3
"2329" "Pasi_Gusung_North_reserve2" "0.182593240568392" 2.4
"2330" "Pasi_Gusung_North_reserve2" "0.143884852614653" 2.5
"2331" "Pasi_Gusung_North_reserve2" "0.113988291922355" 2.6
"2332" "Pasi_Gusung_North_reserve2" "0.176882897380318" 2.7
"2333" "Pasi_Gusung_North_reserve2" "0.14768756899905" 2.8
"2334" "Pasi_Gusung_North_reserve2" "1" 2.9
"2335" "Pasi_Gusung_North_reserve2" "1" 3
"2336" "Pasi_Gusung_North_reserve2" "1" 3.1
"2337" "Pasi_Gusung_North_reserve2" "1" 3.2
"2338" "Pasi_Gusung_North_reserve2" "1" 3.3
"2339" "Pasi_Gusung_North_reserve2" "1" 3.4
"2340" "Pasi_Gusung_North_reserve2" "1" 3.5
"2341" "Pasi_Gusung_North_reserve3" "1" -12
"2342" "Pasi_Gusung_North_reserve3" "1" -11.9
"2343" "Pasi_Gusung_North_reserve3" "1" -11.8
"2344" "Pasi_Gusung_North_reserve3" "1" -11.7
"2345" "Pasi_Gusung_North_reserve3" "1" -11.6
"2346" "Pasi_Gusung_North_reserve3" "1" -11.5
"2347" "Pasi_Gusung_North_reserve3" "1" -11.4
"2348" "Pasi_Gusung_North_reserve3" "1" -11.3
"2349" "Pasi_Gusung_North_reserve3" "1" -11.2
"2350" "Pasi_Gusung_North_reserve3" "1" -11.1
"2351" "Pasi_Gusung_North_reserve3" "1" -11
"2352" "Pasi_Gusung_North_reserve3" "1" -10.9
"2353" "Pasi_Gusung_North_reserve3" "1" -10.8
"2354" "Pasi_Gusung_North_reserve3" "1" -10.7
"2355" "Pasi_Gusung_North_reserve3" "1" -10.6
"2356" "Pasi_Gusung_North_reserve3" "1" -10.5
"2357" "Pasi_Gusung_North_reserve3" "1" -10.4
"2358" "Pasi_Gusung_North_reserve3" "1" -10.3
"2359" "Pasi_Gusung_North_reserve3" "1" -10.2
"2360" "Pasi_Gusung_North_reserve3" "1" -10.1
"2361" "Pasi_Gusung_North_reserve3" "1" -10
"2362" "Pasi_Gusung_North_reserve3" "1" -9.9
"2363" "Pasi_Gusung_North_reserve3" "1" -9.8
"2364" "Pasi_Gusung_North_reserve3" "1" -9.7
"2365" "Pasi_Gusung_North_reserve3" "1" -9.6
"2366" "Pasi_Gusung_North_reserve3" "1" -9.5
"2367" "Pasi_Gusung_North_reserve3" "1" -9.4
"2368" "Pasi_Gusung_North_reserve3" "1" -9.3
"2369" "Pasi_Gusung_North_reserve3" "1" -9.2
"2370" "Pasi_Gusung_North_reserve3" "1" -9.1
"2371" "Pasi_Gusung_North_reserve3" "1" -9
"2372" "Pasi_Gusung_North_reserve3" "1" -8.9
"2373" "Pasi_Gusung_North_reserve3" "1" -8.8
"2374" "Pasi_Gusung_North_reserve3" "1" -8.7
"2375" "Pasi_Gusung_North_reserve3" "1" -8.6
"2376" "Pasi_Gusung_North_reserve3" "1" -8.5
"2377" "Pasi_Gusung_North_reserve3" "1" -8.4
"2378" "Pasi_Gusung_North_reserve3" "1" -8.3
"2379" "Pasi_Gusung_North_reserve3" "1" -8.2
"2380" "Pasi_Gusung_North_reserve3" "1" -8.1
"2381" "Pasi_Gusung_North_reserve3" "1" -8
"2382" "Pasi_Gusung_North_reserve3" "1" -7.9
"2383" "Pasi_Gusung_North_reserve3" "1" -7.8
"2384" "Pasi_Gusung_North_reserve3" "1" -7.7
"2385" "Pasi_Gusung_North_reserve3" "1" -7.6
"2386" "Pasi_Gusung_North_reserve3" "1" -7.5
"2387" "Pasi_Gusung_North_reserve3" "1" -7.4
"2388" "Pasi_Gusung_North_reserve3" "1" -7.3
"2389" "Pasi_Gusung_North_reserve3" "1" -7.2
"2390" "Pasi_Gusung_North_reserve3" "1" -7.1
"2391" "Pasi_Gusung_North_reserve3" "1" -7
"2392" "Pasi_Gusung_North_reserve3" "1" -6.9
"2393" "Pasi_Gusung_North_reserve3" "1" -6.8
"2394" "Pasi_Gusung_North_reserve3" "1" -6.7
"2395" "Pasi_Gusung_North_reserve3" "1" -6.6
"2396" "Pasi_Gusung_North_reserve3" "1" -6.5
"2397" "Pasi_Gusung_North_reserve3" "1" -6.4
"2398" "Pasi_Gusung_North_reserve3" "1" -6.3
"2399" "Pasi_Gusung_North_reserve3" "1" -6.2
"2400" "Pasi_Gusung_North_reserve3" "1" -6.1
"2401" "Pasi_Gusung_North_reserve3" "1" -6
"2402" "Pasi_Gusung_North_reserve3" "1" -5.9
"2403" "Pasi_Gusung_North_reserve3" "1" -5.8
"2404" "Pasi_Gusung_North_reserve3" "1" -5.7
"2405" "Pasi_Gusung_North_reserve3" "1" -5.6
"2406" "Pasi_Gusung_North_reserve3" "1" -5.5
"2407" "Pasi_Gusung_North_reserve3" "1" -5.4
"2408" "Pasi_Gusung_North_reserve3" "1" -5.3
"2409" "Pasi_Gusung_North_reserve3" "1" -5.2
"2410" "Pasi_Gusung_North_reserve3" "1" -5.1
"2411" "Pasi_Gusung_North_reserve3" "1" -5
"2412" "Pasi_Gusung_North_reserve3" "1" -4.9
"2413" "Pasi_Gusung_North_reserve3" "1" -4.8
"2414" "Pasi_Gusung_North_reserve3" "1" -4.7
"2415" "Pasi_Gusung_North_reserve3" "1" -4.6
"2416" "Pasi_Gusung_North_reserve3" "1" -4.5
"2417" "Pasi_Gusung_North_reserve3" "1" -4.4
"2418" "Pasi_Gusung_North_reserve3" "1" -4.3
"2419" "Pasi_Gusung_North_reserve3" "1" -4.2
"2420" "Pasi_Gusung_North_reserve3" "1" -4.1
"2421" "Pasi_Gusung_North_reserve3" "1" -4
"2422" "Pasi_Gusung_North_reserve3" "1" -3.9
"2423" "Pasi_Gusung_North_reserve3" "1" -3.8
"2424" "Pasi_Gusung_North_reserve3" "1" -3.7
"2425" "Pasi_Gusung_North_reserve3" "1" -3.6
"2426" "Pasi_Gusung_North_reserve3" "1" -3.5
"2427" "Pasi_Gusung_North_reserve3" "1" -3.4
"2428" "Pasi_Gusung_North_reserve3" "1" -3.3
"2429" "Pasi_Gusung_North_reserve3" "1" -3.2
"2430" "Pasi_Gusung_North_reserve3" "1" -3.1
"2431" "Pasi_Gusung_North_reserve3" "1" -3
"2432" "Pasi_Gusung_North_reserve3" "1" -2.9
"2433" "Pasi_Gusung_North_reserve3" "1" -2.8
"2434" "Pasi_Gusung_North_reserve3" "1" -2.7
"2435" "Pasi_Gusung_North_reserve3" "1" -2.6
"2436" "Pasi_Gusung_North_reserve3" "1" -2.5
"2437" "Pasi_Gusung_North_reserve3" "1" -2.4
"2438" "Pasi_Gusung_North_reserve3" "1" -2.3
"2439" "Pasi_Gusung_North_reserve3" "1" -2.2
"2440" "Pasi_Gusung_North_reserve3" "1" -2.1
"2441" "Pasi_Gusung_North_reserve3" "1" -2
"2442" "Pasi_Gusung_North_reserve3" "1" -1.9
"2443" "Pasi_Gusung_North_reserve3" "1" -1.8
"2444" "Pasi_Gusung_North_reserve3" "1" -1.7
"2445" "Pasi_Gusung_North_reserve3" "1" -1.6
"2446" "Pasi_Gusung_North_reserve3" "0.21875" -1.5
"2447" "Pasi_Gusung_North_reserve3" "0.107232299006632" -1.4
"2448" "Pasi_Gusung_North_reserve3" "0.0401478767666268" -1.3
"2449" "Pasi_Gusung_North_reserve3" "0.00586403234552735" -1.2
"2450" "Pasi_Gusung_North_reserve3" "0" -1.1
"2451" "Pasi_Gusung_North_reserve3" "0" -1
"2452" "Pasi_Gusung_North_reserve3" "0" -0.899999999999999
"2453" "Pasi_Gusung_North_reserve3" "0" -0.799999999999999
"2454" "Pasi_Gusung_North_reserve3" "0" -0.699999999999999
"2455" "Pasi_Gusung_North_reserve3" "0" -0.6
"2456" "Pasi_Gusung_North_reserve3" "0" -0.5
"2457" "Pasi_Gusung_North_reserve3" "0" -0.399999999999999
"2458" "Pasi_Gusung_North_reserve3" "0" -0.299999999999999
"2459" "Pasi_Gusung_North_reserve3" "0" -0.199999999999999
"2460" "Pasi_Gusung_North_reserve3" "0" -0.0999999999999996
"2461" "Pasi_Gusung_North_reserve3" "0" 0
"2462" "Pasi_Gusung_North_reserve3" "0" 0.100000000000001
"2463" "Pasi_Gusung_North_reserve3" "0" 0.200000000000001
"2464" "Pasi_Gusung_North_reserve3" "0" 0.300000000000001
"2465" "Pasi_Gusung_North_reserve3" "0" 0.4
"2466" "Pasi_Gusung_North_reserve3" "0" 0.5
"2467" "Pasi_Gusung_North_reserve3" "0.564348559981988" 0.600000000000001
"2468" "Pasi_Gusung_North_reserve3" "0.298392529222151" 0.700000000000001
"2469" "Pasi_Gusung_North_reserve3" "0.131288651773894" 0.800000000000001
"2470" "Pasi_Gusung_North_reserve3" "0.0576052480216509" 0.9
"2471" "Pasi_Gusung_North_reserve3" "0.0298680983548764" 1
"2472" "Pasi_Gusung_North_reserve3" "0.0200790598209702" 1.1
"2473" "Pasi_Gusung_North_reserve3" "0.0167695381482116" 1.2
"2474" "Pasi_Gusung_North_reserve3" "0.0156896201719329" 1.3
"2475" "Pasi_Gusung_North_reserve3" "0.0152797975947838" 1.4
"2476" "Pasi_Gusung_North_reserve3" "0.314362792802581" 1.5
"2477" "Pasi_Gusung_North_reserve3" "0.182408621325732" 1.6
"2478" "Pasi_Gusung_North_reserve3" "0.107248510853473" 1.7
"2479" "Pasi_Gusung_North_reserve3" "0.0660488210219449" 1.8
"2480" "Pasi_Gusung_North_reserve3" "0.0427122958720386" 1.9
"2481" "Pasi_Gusung_North_reserve3" "0.159736372216867" 2
"2482" "Pasi_Gusung_North_reserve3" "0.108852209819823" 2.1
"2483" "Pasi_Gusung_North_reserve3" "0.0755245145422995" 2.2
"2484" "Pasi_Gusung_North_reserve3" "0.0522601727847569" 2.3
"2485" "Pasi_Gusung_North_reserve3" "0.35838281143229" 2.4
"2486" "Pasi_Gusung_North_reserve3" "0.282357403352996" 2.5
"2487" "Pasi_Gusung_North_reserve3" "0.226164082717535" 2.6
"2488" "Pasi_Gusung_North_reserve3" "0.0902708281831398" 2.7
"2489" "Pasi_Gusung_North_reserve3" "0.0677211449951282" 2.8
"2490" "Pasi_Gusung_North_reserve3" "1" 2.9
"2491" "Pasi_Gusung_North_reserve3" "1" 3
"2492" "Pasi_Gusung_North_reserve3" "1" 3.1
"2493" "Pasi_Gusung_North_reserve3" "1" 3.2
"2494" "Pasi_Gusung_North_reserve3" "1" 3.3
"2495" "Pasi_Gusung_North_reserve3" "1" 3.4
"2496" "Pasi_Gusung_North_reserve3" "1" 3.5
"2497" "Pasi_Gusung_South_reserve1" "1" -12
"2498" "Pasi_Gusung_South_reserve1" "1" -11.9
"2499" "Pasi_Gusung_South_reserve1" "1" -11.8
"2500" "Pasi_Gusung_South_reserve1" "1" -11.7
"2501" "Pasi_Gusung_South_reserve1" "1" -11.6
"2502" "Pasi_Gusung_South_reserve1" "1" -11.5
"2503" "Pasi_Gusung_South_reserve1" "1" -11.4
"2504" "Pasi_Gusung_South_reserve1" "1" -11.3
"2505" "Pasi_Gusung_South_reserve1" "1" -11.2
"2506" "Pasi_Gusung_South_reserve1" "1" -11.1
"2507" "Pasi_Gusung_South_reserve1" "1" -11
"2508" "Pasi_Gusung_South_reserve1" "1" -10.9
"2509" "Pasi_Gusung_South_reserve1" "1" -10.8
"2510" "Pasi_Gusung_South_reserve1" "1" -10.7
"2511" "Pasi_Gusung_South_reserve1" "1" -10.6
"2512" "Pasi_Gusung_South_reserve1" "1" -10.5
"2513" "Pasi_Gusung_South_reserve1" "1" -10.4
"2514" "Pasi_Gusung_South_reserve1" "1" -10.3
"2515" "Pasi_Gusung_South_reserve1" "1" -10.2
"2516" "Pasi_Gusung_South_reserve1" "1" -10.1
"2517" "Pasi_Gusung_South_reserve1" "1" -10
"2518" "Pasi_Gusung_South_reserve1" "1" -9.9
"2519" "Pasi_Gusung_South_reserve1" "1" -9.8
"2520" "Pasi_Gusung_South_reserve1" "1" -9.7
"2521" "Pasi_Gusung_South_reserve1" "1" -9.6
"2522" "Pasi_Gusung_South_reserve1" "1" -9.5
"2523" "Pasi_Gusung_South_reserve1" "1" -9.4
"2524" "Pasi_Gusung_South_reserve1" "1" -9.3
"2525" "Pasi_Gusung_South_reserve1" "1" -9.2
"2526" "Pasi_Gusung_South_reserve1" "1" -9.1
"2527" "Pasi_Gusung_South_reserve1" "1" -9
"2528" "Pasi_Gusung_South_reserve1" "1" -8.9
"2529" "Pasi_Gusung_South_reserve1" "1" -8.8
"2530" "Pasi_Gusung_South_reserve1" "1" -8.7
"2531" "Pasi_Gusung_South_reserve1" "1" -8.6
"2532" "Pasi_Gusung_South_reserve1" "1" -8.5
"2533" "Pasi_Gusung_South_reserve1" "1" -8.4
"2534" "Pasi_Gusung_South_reserve1" "1" -8.3
"2535" "Pasi_Gusung_South_reserve1" "1" -8.2
"2536" "Pasi_Gusung_South_reserve1" "1" -8.1
"2537" "Pasi_Gusung_South_reserve1" "1" -8
"2538" "Pasi_Gusung_South_reserve1" "1" -7.9
"2539" "Pasi_Gusung_South_reserve1" "1" -7.8
"2540" "Pasi_Gusung_South_reserve1" "1" -7.7
"2541" "Pasi_Gusung_South_reserve1" "1" -7.6
"2542" "Pasi_Gusung_South_reserve1" "1" -7.5
"2543" "Pasi_Gusung_South_reserve1" "1" -7.4
"2544" "Pasi_Gusung_South_reserve1" "1" -7.3
"2545" "Pasi_Gusung_South_reserve1" "1" -7.2
"2546" "Pasi_Gusung_South_reserve1" "1" -7.1
"2547" "Pasi_Gusung_South_reserve1" "1" -7
"2548" "Pasi_Gusung_South_reserve1" "1" -6.9
"2549" "Pasi_Gusung_South_reserve1" "1" -6.8
"2550" "Pasi_Gusung_South_reserve1" "1" -6.7
"2551" "Pasi_Gusung_South_reserve1" "1" -6.6
"2552" "Pasi_Gusung_South_reserve1" "1" -6.5
"2553" "Pasi_Gusung_South_reserve1" "1" -6.4
"2554" "Pasi_Gusung_South_reserve1" "1" -6.3
"2555" "Pasi_Gusung_South_reserve1" "1" -6.2
"2556" "Pasi_Gusung_South_reserve1" "1" -6.1
"2557" "Pasi_Gusung_South_reserve1" "1" -6
